PipelineRange,CurrentOppAmt,IsWon,QualifiedAmt,OwnerTitle,SalesOffice,SalesRegion,Industry,NumerOfEmployees,AccountScore,OppId,IsClosed,DaysPushed,MonthsOpen,OppClosedDate
p13+,500,0,500,Senior Account Executive,Denver,Rocky Mountain,Entertainment,650,31,0064400000p0fajAAA,1,608,20,11/29/2019
p13+,558.93,1,NULL,Senior Account Executive,Houston,Red River,Colleges & Universities,12608,80,0064400000p0fHcAAI,1,15,13,4/16/2019
p0-3,342,1,500,Senior Account Executive,Jacksonville,Southern,Construction,112,19,0064400000p0gksAAA,1,29,1,4/30/2018
p0-3,527,0,500,NULL,Newark,New York,Technology,1500,51,0064400000p0h2NAAQ,1,21,3,6/21/2018
p0-3,500,0,NULL,Senior Account Executive,Louisville,Coastal,Consulting,900,56,0064400000p0h7mAAA,1,0,1,4/12/2018
p10-12,500,0,NULL,Sales Development & Inside Sales Manager,Grand Rapids,Mid Western,Education,386,22,0064400000p0hlXAAQ,1,0,12,4/2/2019
p0-3,56,1,100,Senior Account Executive,Raleigh,Coastal,Retail,3000,66,0064400000p0hrGAAQ,1,4,0,4/5/2018
p7-9,500,0,500,Senior Account Executive,Charlotte,Coastal,Chemicals,1240,67,0064400000p0qLAAAY,1,153,8,12/31/2018
p0-3,2415,1,200,Senior Account Executive,Raleigh,Coastal,Apparel,3,55,0064400000p0uo7AAA,1,12,0,4/13/2018
p7-9,884,1,1064,Senior Account Executive,Oklahoma City,Rocky Mountain,Energy,2000,40,0064400000p0USRAA2,1,28,9,12/28/2018
p0-3,4023,0,4023,Senior Account Executive,Partnership,Channel Sales,Technology,84,28,0064400000p0uTYAAY,1,7,1,5/7/2018
p0-3,1,0,1,Internal Accounts Manager,Grand Rapids,Mid Western,Manufacturing,352,34,0064400000p0UZDAA2,1,0,0,3/30/2018
p0-3,120,1,120,Senior Account Executive,Chicago Loop,Central,Banking,50,25,0064400000pk1tWAAQ,1,16,2,10/17/2018
p10-12,500,0,500,Account Executive,Los Angeles,SoCal,Manufacturing,7,24,0064400000pk1x9AAA,1,0,10,6/30/2019
p13+,200,0,1200,Senior Channel Account Manager,Partnership,Channel Sales,Transportation,4,54,0064400000pk3lfAAA,1,747,25,9/28/2020
p0-3,143,1,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Energy,50,17,0064400000pk3TCAAY,1,31,2,10/31/2018
p0-3,271,1,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Energy,132,21,0064400000pk3UPAAY,1,61,3,11/30/2018
p13+,500,0,500,Senior Account Executive,Raleigh,Coastal,Government,650,37,0064400000pk44DAAQ,1,349,23,7/14/2020
p0-3,113,1,100,Senior Account Executive,Raleigh,Coastal,Retail,2,30,0064400000pk4YkAAI,1,29,0,8/30/2018
p13+,1000,0,NULL,Senior Account Executive,Chicago Loop,Central,Finance,50,25,0064400000pk58fAAA,1,594,28,12/14/2020
p13+,1000,0,NULL,Senior Account Executive,Chicago,Central,Telecommunications,108,28,0064400000pk59iAAA,1,732,31,3/1/2021
p0-3,1,0,500,Senior Account Executive,Charlotte,Coastal,Consulting,536,53,0064400000pk5BZAAY,1,0,1,9/30/2018
p0-3,1195,1,1195,Senior Account Executive,Richmond,Coastal,Education,6414,49,0064400000pk5HcAAI,1,27,0,8/28/2018
p13+,2000,0,2000,Account Executive,Inside Sales,SMB,Public Schools K-12,6950,56,0064400000pk5N1AAI,0,605,31,4/26/2021
p0-3,1467,0,500,NULL,Pittsburgh,Mid Atlantic,Hospitality,2600,20,0062S00000szRJGQA2,1,0,1,12/31/2019
p4-6,500,0,500,Senior Account Executive,Newark,New York,Consulting,1047,51,0062S00000szRkRQAU,1,0,4,3/25/2020
p7-9,400,0,400,Senior Account Executive,Richmond,Coastal,Healthcare,4914,66,0062S00000szrNVQAY,1,269,9,9/25/2020
p0-3,165,1,500,Account Executive,Newark,New York,Government,2895,19,0062S00000szrPlQAI,1,35,3,3/6/2020
p4-6,2262,0,1000,Senior Account Executive,Raleigh,Coastal,Education,10001,93,0062S00000szrVFQAY,1,38,5,5/8/2020
p10-12,1,0,1,Senior Account Executive,Orlando,Southern,Banking,207,29,0062S00000szrznQAA,1,0,12,12/16/2020
p0-3,834,0,834,Senior Account Executive,Tampa,Southern,Government,511,33,0062S00000szS6NQAU,1,0,1,12/3/2019
p0-3,117,1,100,Senior Account Executive,Minneapolis,Central,Commercial Printing,650,41,0062S00000szSBmQAM,1,3,0,11/30/2019
p7-9,1000,0,NULL,Senior Account Executive,Charlotte,Coastal,Banking,208000,96,0062S00000szScOQAU,1,23,8,7/23/2020
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Local,3513,47,0062S00000szt9qQAA,1,221,9,9/8/2020
p13+,1,0,1,Sales Development Representative,Grand Rapids,Mid Western,Government,450,28,0062S00000tyLyhQAE,0,0,19,10/31/2020
p4-6,2500,0,2500,Senior Account Executive,Oklahoma City,Rocky Mountain,Other,357735,94,0062S00000tymKuQAI,1,94,5,2/3/2020
p0-3,50,1,0,Internal Partnership Manager,Partnership,Channel Sales,Engineering,45,23,0062S00000tymuEQAQ,1,11,1,10/11/2019
p4-6,500,0,NULL,Account Executive,Inside Sales,SMB,Finance,325,33,0062S00000tyMz7QAE,1,0,4,12/31/2019
p4-6,500,0,500,Senior Account Executive,Newark,New York,Education & Training Services,500,37,0062S00000tynH8QAI,1,0,6,3/25/2020
p7-9,500,0,500,Senior Account Executive,Boston,New England,Colleges & Universities,800,46,0062S00000tynQ6QAI,1,0,9,6/30/2020
p0-3,1220,0,500,NULL,Boston,New England,Education,1200,49,0062S00000tyoDWQAY,1,6,2,11/6/2019
p0-3,500,0,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Government,1949,47,0062S00000tyOFaQAM,1,12,3,11/12/2019
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Retail,247,28,0062S00000txW2IQAU,1,0,8,3/31/2020
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Engineering,2380,51,0062S00000szTaJQAU,1,149,9,8/27/2020
p10-12,1,0,NULL,Account Executive,Inside Sales,SMB,Banking,50,29,0062S00000sztSxQAI,1,0,12,12/31/2020
p4-6,273,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Government,1000,43,0062S00000szuR7QAI,1,0,4,4/12/2020
p0-3,27,0,60,NULL,Support,Customer Success,Construction,1532,43,0062S00000szuWCQAY,1,45,3,3/16/2020
p7-9,722,0,722,Senior Account Executive,Denver,Rocky Mountain,Technology,2000,58,0062S00000szUy0QAE,1,79,7,6/17/2020
p4-6,21,1,205,Senior Account Executive,Boston,New England,Healthcare,8376,83,0062S00000szV4XQAU,1,6,5,4/30/2020
p13+,1500,0,43599,Regional Sales Manager,Atlanta,Southern,Other,4300,58,0062S00000szVHrQAM,0,517,16,5/31/2021
p0-3,8710,1,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Healthcare,8200,70,0062S00000szwauQAA,1,28,1,2/28/2020
p0-3,8710,1,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Healthcare,8200,70,0062S00000szwZNQAY,1,0,1,2/29/2020
p0-3,48,1,48,Internal Accounts Manager,Support,Customer Success,Retail,100,20,0062S00000txWnnQAE,1,96,3,10/30/2019
p4-6,3648,0,30000,Senior Account Executive,Louisville,Coastal,Other,9,32,0062S00000txX0SQAU,1,64,4,11/21/2019
p7-9,500,0,500,Account Executive,Inside Sales,SMB,Other,350,30,0062S00000txXC4QAM,1,0,8,3/31/2020
p4-6,424,0,500,Senior Account Executive,Enterprise,Enterprise,Consulting,830,39,0062S00000txxjnQAA,1,0,4,12/5/2019
p7-9,827,0,500,Senior Account Executive,Hartford,New England,Higher Education,20000,55,0062S00000txXlyQAE,1,0,8,3/27/2020
p4-6,500,0,500,Regional Sales Manager,Chicago Loop,Central,Education,0,55,0062S00000txXQGQA2,1,114,5,12/23/2019
p0-3,13,0,NULL,Internal Accounts Manager,Support,Customer Success,Consulting,25,23,0062S00000txxxVQAQ,1,31,2,10/31/2019
p0-3,500,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Not For Profit,320,30,0062S00000txy0jQAA,1,84,3,11/29/2019
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Other,3500,50,0062S00000txY5OQAU,1,152,8,3/31/2020
p0-3,1000,0,NULL,Senior Account Executive,San Antonio,Red River,Hospitality,375,23,0064400000pk58VAAQ,1,0,0,8/28/2018
p0-3,2780,0,500,Senior Account Executive,Dallas,Red River,Life Insurance Carriers,446,42,0064400000pk6rWAAQ,1,0,1,9/30/2018
p0-3,2121,1,2121,NULL,Newark,New York,Banking,188,31,0064400000pk6T0AAI,1,2,1,9/30/2018
p13+,12007,0,12007,Senior Account Executive,Oklahoma City,Rocky Mountain,Healthcare,8200,70,0064400000pk6ywAAA,1,836,29,1/13/2021
p4-6,1000,0,1000,Senior Account Executive,Houston,Red River,Transportation,0,25,0064400000pk72FAAQ,1,0,5,1/23/2019
p4-6,330,1,200,Account Executive,Grand Rapids,Mid Western,Other,70,24,0064400000pk8DVAAY,1,16,4,12/17/2018
p0-3,700,1,768,Senior Account Executive,Chicago Loop,Central,Consulting,2818,67,0064400000pk8r1AAA,1,0,0,8/31/2018
p10-12,688,0,590,Senior Account Executive,Charlotte,Coastal,Banking,958,42,0064400000pk99oAAA,1,562,10,6/30/2019
p13+,372,1,500,Customer Success Manager,Support,Customer Success,Other,70,24,0064400000pk9OjAAI,1,377,22,6/22/2020
p13+,414,0,500,NULL,Grand Rapids,Mid Western,Other,300,15,0064400000q1glkAAA,0,1127,33,7/31/2021
p0-3,500,0,500,Director of Channel Sales,Partnership,Channel Sales,Consulting,2,23,0064400000q1gWdAAI,1,0,2,8/1/2018
p4-6,500,0,NULL,Account Executive,Grand Rapids,Mid Western,Other,6,23,0064400000q1gY0AAI,1,92,4,10/31/2018
p13+,500,0,500,Account Executive,Inside Sales,SMB,Other,352,32,0064400000q1gZmAAI,0,0,33,9/30/2023
p0-3,245,0,NULL,Senior Account Executive,Houston,Red River,Education,2137,65,0064400000q1hcGAAQ,1,0,1,8/17/2018
p0-3,18083,0,NULL,Director of Channel Sales,Enterprise,Enterprise,Technology,350,46,0064400000q1iJFAAY,1,0,2,9/1/2018
p0-3,1443,0,1443,Director of Channel Sales,Enterprise,Enterprise,Technology,350,46,0064400000q1l55AAA,1,0,0,7/5/2018
p0-3,500,0,500,Director of Channel Sales,Partnership,Channel Sales,Computer Peripheral Equipment Manufactur,25000,57,0064400000q1mdDAAQ,1,0,0,7/1/2018
p0-3,754,0,NULL,Director of Channel Sales,Enterprise,Enterprise,Consulting,12000,56,0064400000pMsIyAAK,1,0,3,8/31/2018
p7-9,661,0,750,Regional Sales Team Lead,Atlanta,Southern,Consulting,1650,58,0064400000pMstfAAC,1,150,7,12/28/2018
p0-3,200,0,200,Senior Account Executive,Jacksonville,Southern,Insurance,15,24,0064400000pMvXhAAK,1,0,0,5/25/2018
p0-3,1000,1,1000,Senior Account Executive,Raleigh,Coastal,Healthcare,6000,85,0064400000pMx4QAAS,1,29,0,5/30/2018
p0-3,7465,0,500,Senior Account Executive,Raleigh,Coastal,Healthcare,3692,61,0064400000pMxJKAA0,1,0,2,7/24/2018
p0-3,140,0,200,Senior Account Executive,Enterprise,Enterprise,Education,3200,45,0064400000q2ZtoAAE,1,0,0,8/22/2018
p0-3,259,1,97,Senior Account Executive,San Antonio,Red River,Machinery,160,24,0064400000q2ZZFAA2,1,41,2,10/11/2018
p0-3,500,0,500,Senior Account Executive,Newark,New York,Insurance,8000,81,0064400000q2ZZoAAM,1,0,2,10/1/2018
p10-12,500,0,500,NULL,Newark,New York,Bus Transportation Services,800,35,0064400000rNagXAAS,1,153,10,8/31/2019
p0-3,31.58,1,NULL,Internal Accounts Manager,Partnership,Channel Sales,Consulting,2,23,0064400000rNaKCAA0,1,40,2,12/10/2018
p4-6,97,0,100,Internal Accounts Manager,Support,Customer Success,Technology,235,28,0064400000rNbngAAC,1,90,4,2/28/2019
p0-3,520,0,500,Senior Account Executive,Minneapolis,Central,Healthcare,1400,42,0064400000rNbZNAA0,1,0,0,10/30/2018
p0-3,300,0,300,Senior Account Executive,Orlando,Southern,Payroll Services,8000,25,0064400000rNcirAAC,1,0,1,11/30/2018
p0-3,35,1,NULL,Senior Account Executive,Denver,Rocky Mountain,Retail,2900,15,0064400000rNcmjAAC,1,14,0,10/15/2018
p0-3,583,1,770,Senior Account Executive,Houston,Red River,Hospitality,170,27,0064400000rNcUkAAK,1,2,1,11/30/2018
p0-3,550,0,350,Senior Account Executive,Chicago Loop,Central,Consulting,605,37,0064400000rNUW7AAO,1,0,1,10/31/2018
p0-3,103,1,NULL,Senior Account Executive,Enterprise,Enterprise,Other,60,95,0064400000rNUWNAA4,1,0,0,9/1/2018
p13+,1000,0,1000,NULL,Grand Rapids,Mid Western,Retail,171,22,0064400000rNV0rAAG,0,476,29,11/23/2020
p10-12,4000,0,1000,Regional Sales Manager,Denver,Rocky Mountain,Technology,5,23,0064400000rNvo9AAC,1,629,11,9/30/2019
p0-3,128,0,200,Account Executive,Inside Sales,SMB,Banking,250,33,0064400000rNw3TAAS,1,0,0,10/19/2018
p4-6,400,0,400,Account Executive,Inside Sales,SMB,Electronics,4150,63,0064400000rNwJgAAK,1,0,4,2/28/2019
p0-3,51000,0,500,Senior Account Executive,Long Island,New York,Healthcare,60000,61,0064400000rNWnLAAW,1,0,2,12/25/2018
p0-3,194,1,500,Senior Account Executive,Newark,New York,Telecommunications,4,23,0064400000rOUYFAA4,1,27,0,11/28/2018
p13+,737,1,500,Senior Account Executive,Atlanta,Southern,Manufacturing,735,48,0064400000rOvHxAAK,1,414,14,2/18/2020
p0-3,500,0,500,Director of Channel Sales,Partnership,Channel Sales,Consulting,2,23,0064400000rOvzbAAC,1,0,3,3/3/2019
p13+,1000,0,1000,Senior Account Executive,Oklahoma City,Rocky Mountain,Other,500,42,0064400000rOwAfAAK,1,379,17,5/31/2020
p10-12,582,0,1000,Senior Account Executive,Columbus,Mid Western,Retail,180,63,0064400000rOWc9AAG,1,308,12,11/4/2019
p0-3,500,0,500,Senior Account Executive,Partnership,Channel Sales,Healthcare,1500,69,0064400000rOwGxAAK,1,0,1,1/31/2019
p0-3,5,1,1,Sales & Contract Support Specialist,Grand Rapids,Mid Western,Banking,40,28,0064400000rOwJmAAK,1,5,0,12/6/2018
p0-3,141,1,1,Sales & Contract Support Specialist,Grand Rapids,Mid Western,Manufacturing,350,50,0064400000rOWVSAA4,1,20,0,11/21/2018
p0-3,60,1,0,Internal Partnership Manager,Partnership,Channel Sales,Other,3,13,0064400000rOx4bAAC,1,31,1,1/7/2019
p13+,500,0,500,Senior Account Executive,Charlotte,Coastal,Chemicals,23500,94,0064400000rOx89AAC,0,1065,27,11/30/2021
p0-3,419,1,500,Senior Account Executive,Raleigh,Coastal,Electronics,575,80,0064400000rOxMaAAK,1,28,1,1/28/2019
p10-12,500,0,NULL,Senior Account Executive,Philadelphia,Mid Atlantic,Public Schools K-12,560,39,0064400000rOznDAAS,1,303,10,10/30/2019
p0-3,123,1,70,Internal Accounts Manager,Support,Customer Success,Technology,0,23,0064400000rOZo8AAG,1,0,0,11/19/2018
p10-12,200,0,200,Senior Account Executive,Miami,Southern,Healthcare,17,26,0064400000rOzW7AAK,1,0,12,12/31/2019
p10-12,1,0,200,Senior Account Executive,Denver,Rocky Mountain,Education,0,21,0064400000rP0iCAAS,1,334,11,11/30/2019
p0-3,117,0,100,Senior Account Executive & Internal Sales Coach,Grand Rapids,Mid Western,Electronics,50,23,0064400000rP0JgAAK,1,8,1,1/29/2019
p0-3,418,0,1000,Senior Account Executive,Charlotte,Coastal,Education,6181,78,0064400000rP1lWAAS,1,0,1,1/31/2019
p0-3,535,1,500,Account Executive,Grand Rapids,Mid Western,Engineering,138,28,0064400000rP3hwAAC,1,26,0,12/27/2018
p0-3,516,0,500,Senior Account Executive,Partnership,Channel Sales,Technology,84,28,0064400000rP3izAAC,1,0,0,12/11/2018
p0-3,500,0,500,Senior Account Executive,Birmingham,Southern,Education,197,28,0064400000rP5DxAAK,1,0,2,2/28/2019
p0-3,904,1,500,Senior Account Executive,Long Island,New York,Manufacturing,3710,85,0064400000rP5PUAA0,1,4,0,12/31/2018
p0-3,500,0,NULL,Senior Account Executive,Newark,New York,Retail,6,19,0064400000rPKS1AAO,1,0,2,2/28/2019
p4-6,500,0,500,NULL,Memphis,Coastal,Chemicals,70700,95,0064400000rPkSrAAK,1,92,4,5/31/2019
p13+,2000,0,NULL,Senior Account Executive,Chicago,Central,Manufacturing,9000,80,0064400000rPL5wAAG,1,443,18,6/16/2020
p13+,500,0,500,Senior Account Executive,Minneapolis,Central,Manufacturing,5433,80,0064400000rPLk7AAG,1,456,15,3/31/2020
p4-6,416,0,294,Senior Account Executive,Philadelphia,Mid Atlantic,Colleges & Universities,650,37,0064400000rPlmiAAC,1,91,5,6/30/2019
p0-3,1973,1,1750,Senior Account Executive,Raleigh,Coastal,Retail,4866,66,0064400000rPlPPAA0,1,11,3,4/9/2019
p0-3,50,0,50,Internal Accounts Manager,Support,Customer Success,Technology,235,28,0064400000rPLWAAA4,1,59,2,2/28/2019
p7-9,300,0,300,Senior Account Executive,Richmond,Coastal,Banking,200,29,0064400000rPLwcAAG,1,61,7,7/31/2019
p13+,760,0,760,Senior Account Executive,Cincinnati,Mid Western,Chemicals,614,67,0064400000rPmaiAAC,1,503,20,9/28/2020
p0-3,4481,1,500,Director of Channel Sales,Partnership,Channel Sales,Consulting,10,27,0064400000rPME3AAO,1,18,2,2/19/2019
p0-3,272,0,350,Senior Account Executive,Columbus,Mid Western,Government,40,24,0064400000rPme6AAC,1,0,1,2/28/2019
p13+,7665,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Hospitals,75325,98,0064400000sLj59AAC,1,546,19,8/27/2020
p0-3,438,1,424,Senior Account Executive,Chicago,Central,Healthcare,6000,53,0064400000sLl2lAAC,1,61,3,4/30/2019
p10-12,986,1,986,Senior Account Executive,Salt Lake City,Rocky Mountain,Telecommunications,26,28,0064400000sLlM2AAK,1,234,10,11/20/2019
p4-6,593,0,593,Senior Account Executive,Partnership,Channel Sales,Pharmaceuticals,750,70,0064400000sLoD0AAK,1,0,5,6/30/2019
p0-3,2668,1,1001,Senior Account Executive,Partnership,Channel Sales,Electronics,10782,80,0064400000sLoHCAA0,1,6,1,2/7/2019
p0-3,1,0,1,Internal Accounts Manager,Support,Customer Success,Other,3,15,0064400000sLoTwAAK,1,30,3,4/30/2019
p7-9,200,0,362,Regional Sales Manager,Denver,Rocky Mountain,Telecommunications,4700,28,0064400000sLpwzAAC,1,236,7,9/30/2019
p0-3,30,1,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Higher Education,3767,78,0064400000sMh3oAAC,1,38,2,5/8/2019
p0-3,55,1,25,Senior Account Executive,Orlando,Southern,Transportation,750,22,0064400000sMhKFAA0,1,21,0,3/22/2019
p0-3,1000,0,1000,Senior Account Executive,Dallas,Red River,Management Consulting,2500,57,0064400000sMhWVAA0,1,0,2,5/31/2019
p13+,500,0,500,Enterprise Account Executive,Atlanta,Southern,Electronics,30200,95,0064400000sMiODAA0,1,314,13,4/28/2020
p0-3,274,1,0,Internal Partnership Manager,Partnership,Channel Sales,Manufacturing,177,28,0064400000sMiPBAA0,1,17,1,4/17/2019
p13+,500,0,500,Account Executive,Inside Sales,SMB,Manufacturing,212,30,0064400000sMIW8AAO,0,2406,25,12/31/2025
p10-12,500,0,500,Senior Account Executive,Denver,Rocky Mountain,Technology,450,39,0064400000sMIwQAAW,1,275,10,12/31/2019
p10-12,246,1,150,Internal Accounts Manager,Support,Customer Success,Education,520,39,0064400000sMIZRAA4,1,223,10,12/9/2019
p10-12,500,0,NULL,Account Executive,Los Angeles,SoCal,Technology,77,28,0064400000sMJDbAAO,1,81,11,1/20/2020
p0-3,11,1,20,Internal Accounts Manager,Support,Customer Success,Other,760,37,0064400000sMYcQAAW,1,17,0,3/18/2019
p0-3,76,0,1,Senior Account Executive,Washington DC,Mid Atlantic,Banking,194,27,0064400000sMYHcAAO,1,61,2,5/31/2019
p10-12,500,0,500,Account Executive,Atlanta,Southern,Manufacturing,225,29,0064400000sMyIlAAK,1,0,10,2/28/2020
p13+,500,0,500,Senior Account Executive,Newark,New York,Manufacturing,500,49,0064400000sMyphAAC,1,367,18,10/1/2020
p0-3,500,0,500,Senior Account Executive,Partnership,Channel Sales,Consulting,40,22,0064400000sMzs3AAC,1,0,3,7/31/2019
p13+,37903,0,37903,Senior Account Executive,Newark,New York,Manufacturing,500,49,0064400000sMzSKAA0,1,396,15,7/30/2020
p0-3,1073,1,1073,Senior Account Executive,Partnership,Channel Sales,Technology,510,46,0064400000sMzwFAAS,1,0,0,4/1/2019
p13+,1000,0,1000,Senior Account Executive,Houston,Red River,Insurance,1355,58,0064400000sN0evAAC,1,399,17,9/30/2020
p13+,500,0,500,Senior Account Executive,Dallas,Red River,Manufacturing,4649,80,0064400000sN0fZAAS,1,425,17,9/15/2020
p0-3,64,1,300,Account Executive,San Diego,SoCal,Retail,95,26,0064400000sN0gXAAS,1,54,3,7/10/2019
p7-9,171,0,300,Account Executive,San Diego,SoCal,Manufacturing,0,32,0064400000sN1FZAA0,1,67,9,1/7/2020
p13+,500,0,500,Senior Account Executive,Boston,New England,Education,4175,78,0064400000sN1UKAA0,0,1096,23,6/30/2022
p0-3,500,0,500,Director of Channel Sales,Partnership,Channel Sales,Retail,450,31,0064400000sN1xlAAC,1,0,3,7/3/2019
p13+,500,0,500,Senior Account Executive,San Antonio,Red River,Retail,153,33,0064400000sN2SZAA0,1,335,14,6/30/2020
p4-6,697,0,500,Senior Account Executive,Miami,Southern,Education,4015,56,0064400000sN37rAAC,1,31,4,8/31/2019
p0-3,600,0,NULL,Senior Account Executive,Orlando,Southern,Hospitality,11000,87,0064400000sN3gZAAS,1,0,0,4/30/2019
p0-3,500,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Consulting,17000,95,0062S00000szxQlQAI,1,0,3,4/30/2020
p4-6,300,0,NULL,Senior Account Executive,Los Angeles,SoCal,Government,35,26,0062S00000szXtXQAU,1,162,6,6/10/2020
p13+,4513,0,2500,Senior Account Executive,Detroit,Mid Western,Machinery,4500,34,0062S00000szyyRQAQ,0,672,14,1/1/2022
p13+,1500,0,700,Account Executive,Inside Sales,SMB,Computer Software,270,35,0062S00000szzHOQAY,0,274,14,3/31/2021
p4-6,5083,0,500,Senior Account Executive,Nashville,Coastal,Telecommunications,107,33,0062S00000szzsoQAA,1,0,6,7/21/2020
p0-3,40,0,40,Senior Account Executive,Pittsburgh,Mid Atlantic,Education,3200,45,0062S00000szZSTQA2,1,17,1,1/17/2020
p7-9,335,0,500,Senior Account Executive,Detroit,Mid Western,Utilities,44460,95,0062S00000t008SQAQ,1,252,9,10/9/2020
p13+,500,0,500,Senior Account Executive,Pittsburgh,Mid Atlantic,Hospitals / Health Care,4000,70,0062S00000t00tnQAA,0,365,14,6/30/2021
p4-6,500,0,500,Senior Account Executive,Chattanooga,Coastal,Transportation,200,26,0062S00000tkC41QAE,1,5,4,8/5/2019
p0-3,505,1,500,Senior Account Executive,Richmond,Coastal,IT Services,210,28,0062S00000txyL3QAI,1,1,1,9/11/2019
p10-12,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Finance,82,29,0062S00000txyRBQAY,1,173,12,8/19/2020
p4-6,241,0,500,Senior Account Executive,Newark,New York,Healthcare,519,42,0062S00000txysRQAQ,1,18,4,12/18/2019
p0-3,2163,1,500,NULL,Newark,New York,Manufacturing,1500,67,0062S00000txZ8EQAU,1,1,0,7/30/2019
p0-3,60,1,60,Senior Account Executive,Louisville,Coastal,Information Technology Services,250,24,0062S00000ty8jKQAQ,1,39,2,10/8/2019
p13+,500,0,NULL,Senior Account Executive,Newark,New York,Manufacturing - Durables,11167,91,0062S00000tyCSNQA2,1,283,14,10/9/2020
p0-3,632,1,300,Customer Success Manager,Support,Customer Success,Manufacturing,250,29,0062S00000xK7XlQAK,1,0,0,12/31/2020
p0-3,696,0,82,Senior Account Executive,Cleveland,Mid Western,Transportation,725,37,0062S00000xK96qQAC,1,15,3,3/15/2021
